Número,Texto,Bloco,Resposta Correta,Arquivo Prova
60,"Uma mãe desesperada procura o médico, porque considera necessário internar seu filho, de 19 anos, que tem uma doença psiquiátrica e é usuário de drogas. Informa também que, no momento, está apresentando surtos de violência, causando danos materiais e atacando familiares. Ressalta, entretanto, que o filho não aceita a ideia de internação e que esta só poderia ser feita “à força”. Nesta situação, o médico deverá informar à mãe do paciente que a internação será:  (A) Involuntária por indicação médica. (B) Involuntária solicitada por representante do Ministério Público. (C) Compulsória por no máximo 72 horas. (D) Compulsória solicitada pela família.",,A,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
61,"Você foi chamado pela sala de parto para atender um recém-nascido (RN) a termo, com líquido meconial. Ao chegar você avalia o RN e observa respiração irregular tipo “gasping”, frequência cardíaca de 60 bpm e hipotônico. A conduta imediata é:  (A) Proceder intubação traqueal e iniciar a ventilação e massagem cardíaca. (B) Aspirar a boca e a hipofaringe, intubar o RN e aspirar a traqueia com a cânula traqueal. (C) Secar o RN e iniciar ventilação com pressão positiva com balão e máscara e ar ambiente. (D) Ventilar com balão e máscara e oxigênio a 100% e iniciar massagem cardíaca.",,B,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
62,"Recém-nascido, a termo, com peso de 3500 g e 36 horas de vida, está no alojamento conjunto, com aleitamento materno exclusivo e apresenta icterícia até a raiz das coxas. Exames: Mãe = ORh+ e Recém nascido = ARh+, Coombs direto = negativo, bilirrubina indireta = 14,2 mg/dL (até 12 mg/dL/96h) e hematócrito = 56% (VR = 44 a 62%). Com 42h de vida a bilirrubina indireta passou para 15,4 g/dL e o hematócrito para 52%. A conduta mais indicada é:  (A) Exsanguineotransfusão e controle de bilirrubinas. (B) Fototerapia e controle de bilirrubinas. (C) Exsanguineotransfusão e estímulo ao aleitamento materno. (D) Exsanguineotransfusão e Fototerapia.",,B,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
63,"Na consulta de rotina de um RN de 15 dias, a mãe se queixa de que seus mamilos estão muito doloridos e que “seu bebê fica o dia todo no peito”. Ao exame, verifica-se uma pequena fissura mamilar à direita. A pega e a posição são adequadas na observação da mamada. O ganho de peso do bebê foi de 300 g a partir do peso de nascimento. A melhor orientação a ser dada à mãe é: (A) Estimular a amamentação colocando o bebê em diferentes posições de mamada. (B) Limitar o tempo de mamada em cada peito privilegiando a mama esquerda. (C) Complementar as mamadas com fórmula láctea, na colher ou copinho até a resolução da fissura. (D) Prescrever o uso de creme à base de Nistatina, evitando as mamadas na mama direita até melhora do quadro.",,A,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
64,"Lactente, 6 meses, apresenta baixo ganho de peso, dispneia às mamadas, sem cianose  e  sopro sistólico em borda esternal esquerda baixa. A provável cardiopatia congênita é: (A) Comunicação interatrial (B) Tetralogia de Fallot (C) Persistência do Ducto Arterial (D) Comunicação interventricular",,D,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
65,"Lactente, 3 meses, há 12 dias com tosse em acessos e leve dificuldade respiratória. Encontra-se afebril, com ausculta pulmonar normal e FR de 56 ipm. Radiografia de tórax mostra padrão reticulonodular e peri-hilar bilateral. Hemograma normal com discreta leucocitose e eosinofilia sem linfocitose. Qual o agente etiológico mais provável desta pneumonia? (A) Listeria monocytogenes (B) Mycoplasma pneumoniae (C) Chlamydia trachomatis (D) Haemophilus influenzae",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
66,"Lactente, 18 meses, há 2 dias com febre, coriza hialina e tosse rouca e há 1 dia apresenta cansaço e dificuldade respiratória. Nega quadros semelhantes anteriormente. Vacinação em dia. Ao exame: T = 37,8°C, FC = 120 bpm, FR = 52 ipm. Bom estado geral, consciente, estridor inspiratório, tosse rouca. Orofaringe: discreta hiperemia. Otoscopia: normal. Esforço inspiratório com murmúrio vesicular sem ruídos adventícios. Coração: bulhas rítmicas normofonéticas, sem sopros. Abdômen: sem alterações. A hipótese diagnóstica mais provável é: (A) Supraglotite. (B) Aspiração de corpo estranho (C) Bronquiolite (D) Laringotraqueíte viral",,D,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
67,"Menino, 3 anos, chega ao PS com história de febre, obstrução nasal, tosse, espirros, coriza hialina e cefaleia há 1 dia. Frequenta creche. Nega internações ou outras doenças prévias. Vacinação em dia. Ao exame: FR = 22 ipm, FC= 98 bpm, T = 37,8°C, bom estado geral, com coriza, orofaringe hiperemiada com secreção retrofaringea mucosa, e sem alterações no restante do exame físico. O diagnóstico e conduta são: (A) Sinusite bacteriana; radiografia de seios da face, amoxacilina VO por 10 dias. (B) Sinusite bacteriana; não necessita radiografia de seios da face, amoxacilina VO por 10 dias (C) Síndrome gripal; limpeza nasal, antitérmico e orientação dos sinais de alarme. (D) Síndrome gripal; radiografia de seios da face e amoxacilina VO por 10 dias.",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
68,"Grande parte dos asmáticos iniciam seus sintomas nos primeiros 2 anos de vida, recebendo a denominação de lactente sibilante. Qual é o fator de risco MAIOR (mais relevante) para esses lactentes desenvolverem asma? (A) Hemograma com atípia linfocitária e eosinofilia maior que 7%. (B) História familiar de atopia. (C) Infecções de vias aéreas inferiores de repetição. (D) Presença de refluxo gastro esofágico não controlado.",,B,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
69,"Menino, 4 anos, há 2 dias com cefaleia, febre (39ºC), náuseas e vômitos. Ao exame clínico paciente em mau estado geral com sinais de Kerning e Brudzinski positivos. Exame (no liquor) Resultado Valor de Referência Leucócitos 2.900/mm3 200 - 300/mm3 Neutrófilos 92% 2% Proteína 96 mg/dL até 40 mg/dL Glicose 6 mg/dL 20 - 30 mg/dL Bactérias negativa negativa Os agentes etiológicos mais prováveis neste caso, para instituição de antibioticoterapia empírica são: (A) Streptococcus pneumoniae, Haemophilus influenzae e Neisseria meningitidis (B) Klebsiella pneumoniae, Streptococcus pyogenes e Staphylococcus aureus (C) Streptococcus pneumoniae, Staphylococccus aureus e Neisseria meningitidis (D) E. coli, Neisseria meningitidis e Haemophilus influenzae",,A,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
70,"Criança, 3 anos, vacinada com BCG ao nascer, com pai que teve diagnóstico de tuberculose pulmonar bacilífera há 20 dias, apresenta resultado do PPD de 13 mm. Neste caso a conduta é: (A) Isoniazida por 3 meses e repetir a radiografia de tórax. (B) Isoniazida, rifampicina(R), pirazinamida(P) e etambutol(E) por 2 meses e I , R por 4 meses. (C) Isoniazida(I)  por 6 meses se criança assintomática e com radiografia de tórax normal. (D) Não há necessidade de quimioprofilaxia, pois a criança foi vacinada contra a tuberculose.",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
71,"A cárie é uma das mais frequentes doenças da cavidade oral em crianças, considerada como uma doença infecciosa não clássica. Está relacionada com: (A) Dieta rica em carboidratos e gorduras, ação de bactérias cariogênicas (Streptococcus mutans) e anaeróbicas. (B) Interação entre bactérias cariogênicas (Streptococcus mutans), dieta rica em carboidratos e higiene precária. (C) Interação entre aleitamento artificial, uso de chupetas e bactérias anaeróbicas. (D) Ação exclusiva de bactérias cariogênicas (Streptococcus mutans).",,B,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
72,"Na semiologia abdominal, em pediatria é correto afirmar: (A) Na inspeção, as ondas peristálticas não são habitualmente visíveis e quando presentes indicam obstrução em um ponto do tubo gastrintestinal. (B) Hepatomegalia é definida quando ocorre projeção do fígado abaixo do rebordo costal direito. (C) Todo baço palpável em criança significa esplenomegalia e demanda investigação urgente. (D) Na inspeção, o formato normal do abdômen difere de acordo com a faixa etária, mas em lactente normal sempre será plano.",,A,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
73,"Menina, 8 anos, vem apresentando dores abdominais com frequência de uma vez/semana nos últimos 3 meses. A dor é periumbilical e interfere nas atividades da criança e cessa espontaneamente após 30 minutos, voltando às suas atividades habituais. O hábito intestinal é diário com fezes de formato e consistência normais, sem sangue ou muco. Não há anormalidades no exame físico. Peso, estatura e desenvolvimento neuropsicomotor normais. Diagnóstico e conduta mais adequados são: (A) Dor abdominal recorrente funcional da infância; solicitar hemograma, provas inflamatórias e ultrassonografia abdominal. (B) Dor abdominal recorrente funcional da infância; iniciar terapêutica com anti-depressivos tricíclicos. (C) Dor abdominal funcional da infância; tranquilizar a família e acompanhar a evolução do quadro. (D) Dor abdominal recorrente funcional da infância; iniciar terapêutica com bloqueadores dos receptores H2 e/ou inibidores da bomba de prótons.",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
74,"Menino, 2 anos, dá entrada no PS com história de febre de 39°C, disúria, dor em baixo ventre e dois episódios de vômitos. Mãe relata que o filho já apresentou uma internação por infecção urinária com 1 ano de idade. Exame físico: regular estado geral, desidratação moderada, com dor à palpação profunda de região hipogástrica.  Hemograma com discreta leucocitose. Coletada urocultura. Resultados de exames: Exame Resultado Valor de Referência Uréia (sangue) 40 mg/dL 10 - 40 mg/dL Creatinina (sangue) 0,5 mg/dL 0,4 - 0,9 mg/dL. pH (urina) 5,0 5,5 – 7,0 Densidade (urina) 1020 1,010 - 1,025. Proteínas (urina) 1+ /4+ negativo Hemoglobina (urina) 2+ /4+ negativo Leucócitos (urina) > 100.000/mL até 10.000/mL Hemáceas (urina) 10/campo < 3 a 5/campo Nitrito (urina) positivo negativo A hipótese diagnóstica e a conduta inicial são: (A) Cistite; internação para antibioticoterapia endovenosa. (B) Cistite; tratamento ambulatorial com antibiótico via oral. (C) Pielonefrite aguda; tratamento ambulatorial com antibiótico via oral. (D) Pielonefrite aguda; internação para antibioticoterapia endovenosa.",,D,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
75,"Menino, 6 anos, queixando-se que teve dor e inchaço em joelho esquerdo há 10 dias, com duração de 3 dias e que há 7 dias apresentou dor de forte intensidade e inchaço em tornozelo esquerdo durando 2 dias, com melhora espontânea. Há 3 dias dor e inchaço em joelho direito, dificultando a deambulação. Nega febre. A preocupação maior ao exame físico é avaliar: (A) Presença de entesite. (B) Sinais precoces de uveíte. (C) Ausculta cardíaca. (D) As cadeias linfoganglionarias.",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
76,"Menina, 2 anos, apresentando pubarca, acne e fome excessiva há 6 meses. Ao exame físico é evidenciado estatura acima do percentil 95, obesidade, estadiamento puberal de Tanner = M1P3, hipertrofia clitóris, estrias vinhosas em abdome, PA = 100 x 70 mmHg. A hipótese diagnóstica mais provável é: (A) Pubarca precoce idiopática. (B) Tumor de supra-renal (C) Puberdade precoce central. (D) Hiperplasia congênita de supra-renal",,B,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
77,"Adolescente, 14 anos, apresenta-se com amenorreia primária. A telarca ocorreu há cerca de 1 ano e meio e sua velocidade de crescimento é normal. Estadiamento puberal de Tanner = M3P2. A conduta mais adequada para o caso é:  (A) Dosar gonadotrofinas. (B) Dosar hormônios tireoidianos. (C) Solicitar idade óssea. (D) Reavaliar em 6 meses.",,D,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
78,"Com relação ao Calendário Vacinal do Programa Nacional de Imunizações, a aplicação de vacinas de vírus vivo atenuado ou bactéria atenuada é contraindicada para pacientes com imunodeficiência congênita ou adquirida, pacientes em tratamento de quimioterapia, transplantados, pessoas em uso de corticoides em altas doses. Portanto as seguintes vacinas NÃO devem ser aplicadas a esses pacientes: (A) Varicela, Difteria-Tetano-Pertussis-Haemophilus infuenzae B e BCG. (B) Febre amarela, antipoliomielite oral, Difteria-Tetano- Pertussis e Haemophilus infuenzae B. (C) Sarampo-Rubeola-Caxumba , BCG e febre amarela. (D) Rotavírus, sarampo-caxumba-rubéola e pneumocócica conjugada.",,C,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
79,"Você presencia um pré-escolar ser retirado de uma piscina após episódio de afogamento com duração de 3 minutos. Há algumas pessoas ao redor dispostas a ajudar, porém você é o único com treinamento em primeiros socorros, e verifica que a criança está inconsciente, em apneia e sem pulsos palpáveis. Qual é a conduta mais apropriada neste caso?  (A) Pedir a uma das pessoas que ligue para 192, enquanto você inicia massagem cardíaca externa e ventilação boca-a- boca, sozinho, na proporção de 30:2. (B) Iniciar ventilação boca-a-boca durante 1 minuto, depois massagem cardíaca externa durante mais 1 minuto, depois ligar 192 e aguardar a chegada do socorro. (C) Levar a criança em seu próprio carro para a unidade básica de saúde mais próxima, fazendo ventilação boca-a-boca durante o percurso. (D) Deixar a criança em decúbito lateral (posição de recuperação), buscar imediatamente um desfibrilador externo automático (DEA) e proceder o mais rápido possível à desfibrilação.",,A,prova_consorcio_interinstitucional_teste_do_progresso_2013.pdf
